Timestamp,1- ¿Como describiria el nivel tecnologico con el que opera en su lugar de trabajo?,2- ¿Cuanto tiempo estima que usted o su equipo pierden a la semana realizando tareas repetitivas o que puedan ser automatizada?,"3 - ¿Como se almacena actualmente la información importante en su lugar de trabajo (inventario, datos de cliente, ventas diarias)?","4 - ¿Cree que su negocio está perdiendo dinero, clientes o oportunidades de crecimiento debido a falta de organización o lentitud en procesos?",5- ¿Que tan dispuesto estaria a implementar un sistema o programa a la medida que automatice el trabajo pesado para su negocio?,6- ¿Cual considera que son sus principales frenos para automatizar o modernizar los procesos de su empresa?,"7- ¿Estaría dispuesto a contar con un equipo tecnológico externo que conozca su negocio y se encargue continuamente del soporte, mantenimiento y mejora de sus sistemas?","8- ¿Qué tan dispuesto(a) estaría a aprender y utilizar nuevas tecnologías que puedan ayudarle a ahorrar tiempo, reducir costos y mejorar la gestión de su negocio?",9- ¿Qué sería lo más importante para usted al momento de decidir implementar una nueva herramienta tecnológica en su negocio?,"10- Si pudiera mejorar o automatizar un solo proceso de su negocio hoy, ¿cuál elegiría y qué problema le está causando actualmente?",score_madurez_1_4,horas_estimadas_semana,score_dolor_1_5,score_disposicion_1_4,score_equipo_externo_1_4,score_aprendizaje_1_4,indice_oportunidad_0_100,nivel_oportunidad,segmento_comercial
2026/08/14 1:00:44 p.m. CST,Bajo,Mas de 10 horas a la semana,En archivos de excel u otro programa de hojas de calculo,5,Indiferente,No lo considero necesario,Inseguro,Indiferente,Precio accesible;Aumente mis ingresos,Mejoraría el registro de proveedores porque se maneja de forma dispersa para mejorar el servicio.,2,12.5,5,2,2,2,61.11,Alta,Baja prioridad
2026/08/14 1:00:44 p.m. CST,Bajo,"No se pierde el tiempo, todo está perfectamente optimizado",En un software especializado en la nube,2,Indiferente,falta de tiempo para implementar o aprender una nueva herramienta,Para nada,Indispuesto,Automatice mi negocio;Aumente mis ingresos,Mejoraría los pedidos porque dificulta dar seguimiento para mejorar el servicio.,2,0,2,2,1,1,20.83,Baja,Interes medio / diagnostico
2026/08/14 1:00:44 p.m. CST,Bajo,"No se pierde el tiempo, todo está perfectamente optimizado",En archivos de excel u otro programa de hojas de calculo,5,Muy Dispuesto,No lo considero necesario,Para nada,Dispuesto,Automatice mi negocio,Mejoraría los reportes porque no tiene responsables claros para evitar tareas repetidas.,2,0,5,4,1,3,55.56,Media,Baja prioridad
2026/08/14 1:00:44 p.m. CST,Bajo,Menos de 5 horas a la semana,En archivos de excel u otro programa de hojas de calculo,5,Indispuesto,No lo considero necesario,Interesado,Indispuesto,Automatice mi negocio;Precio accesible;Facilidad de uso,Mejoraría el archivo de documentos porque no deja ver el estado real para ahorrar tiempo.,2,2.5,5,1,3,1,42.22,Media,Baja prioridad
2026/08/14 1:00:45 p.m. CST,Alto,Menos de 5 horas a la semana,En archivos de excel u otro programa de hojas de calculo,1,Indispuesto,falta de tiempo para implementar o aprender una nueva herramienta,Para nada,Indispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría las órdenes de trabajo porque causa olvidos para tomar decisiones con datos.,4,2.5,1,1,1,1,3.33,Baja,Baja prioridad
2026/08/14 1:00:45 p.m. CST,Bajo,"No se pierde el tiempo, todo está perfectamente optimizado",En un software especializado en la nube,1,Indiferente,falta de tiempo para implementar o aprender una nueva herramienta,Interesado,Indiferente,Precio accesible,Mejoraría el seguimiento de clientes porque se maneja de forma dispersa para evitar tareas repetidas.,2,0,1,2,3,2,33.33,Baja,Interes medio / diagnostico
2026/08/14 1:00:46 p.m. CST,Bajo,Mas de 10 horas a la semana,En un software especializado en la nube,2,Indiferente,El costo del servicio,Para nada,Dispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría la comunicación con clientes porque hace difícil encontrar datos para ordenar el trabajo.,2,12.5,2,2,1,3,48.61,Media,Sensible al precio
2026/08/14 1:00:46 p.m. CST,Alto,Mas de 10 horas a la semana,En archivos de excel u otro programa de hojas de calculo,3,Muy Dispuesto,El costo del servicio,Para nada,Indiferente,Precio accesible,Mejoraría el seguimiento de garantías porque no tiene alertas para responder más rápido.,4,12.5,3,4,1,2,47.22,Media,Sensible al precio
2026/08/14 1:00:46 p.m. CST,Alto,Menos de 5 horas a la semana,En un software especializado en la nube,1,Muy Dispuesto,No lo considero necesario,Para nada,Dispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos,Mejoraría el seguimiento de clientes porque requiere mucho trabajo manual para responder más rápido.,4,2.5,1,4,1,3,31.11,Baja,Baja prioridad
2026/08/14 1:00:47 p.m. CST,Bajo,Mas de 10 horas a la semana,En un software especializado en la nube,3,Indispuesto,El costo del servicio,Interesado,Dispuesto,Precio accesible,Mejoraría las tareas recurrentes porque no tiene alertas para aumentar la productividad.,2,12.5,3,1,3,3,58.33,Media,Interes medio / diagnostico
2026/08/14 1:00:48 p.m. CST,Bajo,Mas de 10 horas a la semana,En un software especializado en la nube,1,Muy Dispuesto,No lo considero necesario,Interesado,Indispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos,Mejoraría el seguimiento de garantías porque genera duplicados para controlar mejor los costos.,2,12.5,1,4,3,1,55.56,Media,Baja prioridad
2026/08/14 1:00:48 p.m. CST,Alto,"No se pierde el tiempo, todo está perfectamente optimizado",En archivos de excel u otro programa de hojas de calculo,1,Indiferente,El costo del servicio,Interesado,Dispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría el seguimiento de garantías porque se maneja de forma dispersa para responder más rápido.,4,0,1,2,3,3,27.78,Baja,Sensible al precio
2026/08/14 1:00:48 p.m. CST,Medio,Menos de 5 horas a la semana,En archivos de excel u otro programa de hojas de calculo,3,Indiferente,falta de tiempo para implementar o aprender una nueva herramienta,Para nada,Indiferente,Automatice mi negocio;Facilidad de uso,Mejoraría el registro de proveedores porque se pierde información para tener información centralizada.,3,2.5,3,2,1,2,28.33,Baja,Interes medio / diagnostico
2026/08/14 1:00:49 p.m. CST,Bajo,Mas de 10 horas a la semana,En un software especializado en la nube,5,Indiferente,El costo del servicio,Interesado,Indiferente,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría los turnos del equipo porque dificulta dar seguimiento para responder más rápido.,2,12.5,5,2,3,2,66.67,Alta,Sensible al precio
2026/08/14 1:00:49 p.m. CST,Medio,Mas de 10 horas a la semana,En archivos de excel u otro programa de hojas de calculo,1,Muy Dispuesto,falta de tiempo para implementar o aprender una nueva herramienta,Inseguro,Dispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría la agenda de citas porque hace difícil encontrar datos para tener información centralizada.,3,12.5,1,4,2,3,55.56,Media,Interes medio / diagnostico
2026/08/14 1:00:49 p.m. CST,Medio,Menos de 5 horas a la semana,En un software especializado en la nube,3,Indiferente,No lo considero necesario,Interesado,Dispuesto,Facilidad de uso,Mejoraría los indicadores porque se maneja de forma dispersa para ordenar el trabajo.,3,2.5,3,2,3,3,45.0,Media,Baja prioridad
2026/08/14 1:00:50 p.m. CST,Medio,Mas de 10 horas a la semana,En un software especializado en la nube,2,Indiferente,No lo considero necesario,Inseguro,Dispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría el seguimiento de garantías porque se pierde información para responder más rápido.,3,12.5,2,2,2,3,48.61,Media,Baja prioridad
2026/08/14 1:00:50 p.m. CST,Alto,Mas de 10 horas a la semana,En un software especializado en la nube,5,Indiferente,No lo considero necesario,Para nada,Indispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría la planificación semanal porque no tiene responsables claros para responder más rápido.,4,12.5,5,2,1,1,38.89,Baja,Baja prioridad
2026/08/14 1:00:50 p.m. CST,Medio,Mas de 10 horas a la semana,En archivos de excel u otro programa de hojas de calculo,5,Indispuesto,No lo considero necesario,Para nada,Dispuesto,Automatice mi negocio,Mejoraría los pagos pendientes porque se maneja de forma dispersa para responder más rápido.,3,12.5,5,1,1,3,50.0,Media,Baja prioridad
2026/08/14 1:00:50 p.m. CST,Medio,"No se pierde el tiempo, todo está perfectamente optimizado",En archivos de excel u otro programa de hojas de calculo,3,Indispuesto,No lo considero necesario,Para nada,Indispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos,Mejoraría las tareas recurrentes porque retrasa las decisiones para tomar decisiones con datos.,3,0,3,1,1,1,13.89,Baja,Baja prioridad
2026/08/14 1:00:51 p.m. CST,Alto,Mas de 10 horas a la semana,En un software especializado en la nube,3,Indispuesto,El costo del servicio,Inseguro,Indiferente,Automatice mi negocio;Aumente mis ingresos;Facilidad de uso,Mejoraría el seguimiento de garantías porque requiere mucho trabajo manual para reducir errores.,4,12.5,3,1,2,2,36.11,Baja,Interes medio / diagnostico
2026/08/14 1:00:52 p.m. CST,Bajo,Menos de 5 horas a la semana,En un software especializado en la nube,5,Muy Dispuesto,El costo del servicio,Para nada,Dispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría el control de gastos porque retrasa las decisiones para ahorrar tiempo.,2,2.5,5,4,1,3,58.89,Media,Sensible al precio
2026/08/14 1:00:53 p.m. CST,Medio,Mas de 10 horas a la semana,En archivos de excel u otro programa de hojas de calculo,2,Muy Dispuesto,falta de tiempo para implementar o aprender una nueva herramienta,Interesado,Dispuesto,Automatice mi negocio;Precio accesible;Facilidad de uso,Mejoraría las solicitudes internas porque depende de hojas de cálculo para responder más rápido.,3,12.5,2,4,3,3,65.28,Alta,Interes medio / diagnostico
2026/08/14 1:00:53 p.m. CST,Alto,Menos de 5 horas a la semana,En archivos de excel u otro programa de hojas de calculo,1,Muy Dispuesto,El costo del servicio,Interesado,Indiferente,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría los contratos porque depende de hojas de cálculo para tomar decisiones con datos.,4,2.5,1,4,3,2,36.67,Baja,Sensible al precio
2026/08/14 1:00:53 p.m. CST,Medio,Mas de 10 horas a la semana,En archivos de excel u otro programa de hojas de calculo,5,Indiferente,falta de tiempo para implementar o aprender una nueva herramienta,Interesado,Indiferente,Automatice mi negocio;Precio accesible;Aumente mis ingresos,Mejoraría el control de gastos porque no tiene alertas para responder más rápido.,3,12.5,5,2,3,2,61.11,Alta,Interes medio / diagnostico
2026/08/14 1:00:54 p.m. CST,Alto,Menos de 5 horas a la semana,En archivos de excel u otro programa de hojas de calculo,3,Muy Dispuesto,falta de tiempo para implementar o aprender una nueva herramienta,Interesado,Indiferente,Automatice mi negocio;Precio accesible,Mejoraría las compras porque complica la coordinación para ordenar el trabajo.,4,2.5,3,4,3,2,45.0,Media,Interes medio / diagnostico
2026/08/14 1:00:54 p.m. CST,Medio,Menos de 5 horas a la semana,En un software especializado en la nube,3,Indispuesto,falta de tiempo para implementar o aprender una nueva herramienta,Para nada,Dispuesto,Precio accesible;Facilidad de uso,Mejoraría la planificación semanal porque quita tiempo al equipo para tener información centralizada.,3,2.5,3,1,1,3,28.33,Baja,Baja prioridad
2026/08/14 1:00:54 p.m. CST,Alto,"No se pierde el tiempo, todo está perfectamente optimizado",En un software especializado en la nube,5,Indiferente,No lo considero necesario,Para nada,Dispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría las cotizaciones porque complica la coordinación para tener información centralizada.,4,0,5,2,1,3,33.33,Baja,Baja prioridad
2026/08/14 1:00:55 p.m. CST,Medio,Mas de 10 horas a la semana,En un software especializado en la nube,5,Indiferente,No lo considero necesario,Inseguro,Indispuesto,Automatice mi negocio;Precio accesible;Facilidad de uso,Mejoraría el control de gastos porque limita el crecimiento para mejorar el servicio.,3,12.5,5,2,2,1,50.0,Media,Baja prioridad
2026/08/14 1:00:55 p.m. CST,Alto,Mas de 10 horas a la semana,En archivos de excel u otro programa de hojas de calculo,3,Indispuesto,No lo considero necesario,Interesado,Dispuesto,Automatice mi negocio,Mejoraría el control de gastos porque limita el crecimiento para responder más rápido.,4,12.5,3,1,3,3,47.22,Media,Baja prioridad
2026/08/14 1:00:55 p.m. CST,Bajo,"No se pierde el tiempo, todo está perfectamente optimizado",En archivos de excel u otro programa de hojas de calculo,3,Indiferente,No lo considero necesario,Para nada,Indispuesto,Precio accesible;Aumente mis ingresos,Mejoraría los pedidos porque genera duplicados para mejorar el servicio.,2,0,3,2,1,1,25.0,Baja,Baja prioridad
2026/08/14 1:00:55 p.m. CST,Alto,Menos de 5 horas a la semana,En un software especializado en la nube,3,Indiferente,No lo considero necesario,Para nada,Indispuesto,Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría el seguimiento de clientes porque dificulta dar seguimiento para evitar tareas repetidas.,4,2.5,3,2,1,1,17.22,Baja,Baja prioridad
2026/08/14 1:00:55 p.m. CST,Alto,"No se pierde el tiempo, todo está perfectamente optimizado",En un software especializado en la nube,5,Indispuesto,falta de tiempo para implementar o aprender una nueva herramienta,Inseguro,Dispuesto,Automatice mi negocio;Aumente mis ingresos;Facilidad de uso,Mejoraría los contratos porque genera duplicados para aumentar la productividad.,4,0,5,1,2,3,33.33,Baja,Interes medio / diagnostico
2026/08/14 1:00:56 p.m. CST,Alto,Menos de 5 horas a la semana,En archivos de excel u otro programa de hojas de calculo,2,Indiferente,El costo del servicio,Para nada,Indispuesto,Precio accesible,Mejoraría el control de caja porque se maneja de forma dispersa para mejorar el servicio.,4,2.5,2,2,1,1,13.06,Baja,Sensible al precio
2026/08/14 1:00:56 p.m. CST,Alto,Mas de 10 horas a la semana,En archivos de excel u otro programa de hojas de calculo,5,Indispuesto,El costo del servicio,Interesado,Indispuesto,Aumente mis ingresos;Facilidad de uso,Mejoraría el control de gastos porque complica la coordinación para mejorar el servicio.,4,12.5,5,1,3,1,44.44,Media,Interes medio / diagnostico
2026/08/14 1:00:56 p.m. CST,Medio,"No se pierde el tiempo, todo está perfectamente optimizado",En un software especializado en la nube,1,Indiferente,El costo del servicio,Para nada,Dispuesto,Aumente mis ingresos,Mejoraría los pagos pendientes porque impide medir resultados para ahorrar tiempo.,3,0,1,2,1,3,22.22,Baja,Sensible al precio
2026/08/14 1:00:59 p.m. CST,Medio,"No se pierde el tiempo, todo está perfectamente optimizado",En archivos de excel u otro programa de hojas de calculo,1,Muy Dispuesto,No lo considero necesario,Inseguro,Indispuesto,Automatice mi negocio;Precio accesible,Mejoraría las cotizaciones porque retrasa las decisiones para responder más rápido.,3,0,1,4,2,1,27.78,Baja,Baja prioridad
2026/08/14 1:00:59 p.m. CST,Medio,Menos de 5 horas a la semana,En un software especializado en la nube,3,Muy Dispuesto,No lo considero necesario,Para nada,Indiferente,Automatice mi negocio;Precio accesible;Facilidad de uso,Mejoraría el control de caja porque complica la coordinación para tomar decisiones con datos.,3,2.5,3,4,1,2,39.44,Baja,Baja prioridad
2026/08/14 1:01:00 p.m. CST,Alto,Menos de 5 horas a la semana,En archivos de excel u otro programa de hojas de calculo,5,Muy Dispuesto,No lo considero necesario,Para nada,Indiferente,Facilidad de uso,Mejoraría las solicitudes internas porque produce retrasos para mejorar el servicio.,4,2.5,5,4,1,2,42.22,Media,Baja prioridad
2026/08/14 1:01:01 p.m. CST,Medio,"No se pierde el tiempo, todo está perfectamente optimizado",En archivos de excel u otro programa de hojas de calculo,1,Muy Dispuesto,El costo del servicio,Interesado,Indispuesto,Automatice mi negocio;Aumente mis ingresos;Facilidad de uso,Mejoraría el inventario porque no deja ver el estado real para tomar decisiones con datos.,3,0,1,4,3,1,33.33,Baja,Sensible al precio
2026/08/14 1:01:01 p.m. CST,Bajo,"No se pierde el tiempo, todo está perfectamente optimizado",En archivos de excel u otro programa de hojas de calculo,5,Muy Dispuesto,falta de tiempo para implementar o aprender una nueva herramienta,Inseguro,Indiferente,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría el registro de proveedores porque requiere mucho trabajo manual para tener información centralizada.,2,0,5,4,2,2,55.56,Media,Interes medio / diagnostico
2026/08/14 1:01:01 p.m. CST,Alto,Menos de 5 horas a la semana,En un software especializado en la nube,5,Muy Dispuesto,falta de tiempo para implementar o aprender una nueva herramienta,Para nada,Dispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría el seguimiento de clientes porque provoca errores para tener información centralizada.,4,2.5,5,4,1,3,47.78,Media,Interes medio / diagnostico
2026/08/14 1:01:01 p.m. CST,Bajo,"No se pierde el tiempo, todo está perfectamente optimizado",En archivos de excel u otro programa de hojas de calculo,1,Indispuesto,El costo del servicio,Inseguro,Indiferente,Facilidad de uso,Mejoraría la agenda de citas porque no deja ver el estado real para tener información centralizada.,2,0,1,1,2,2,22.22,Baja,Interes medio / diagnostico
2026/08/14 1:01:01 p.m. CST,Medio,Menos de 5 horas a la semana,En un software especializado en la nube,1,Indiferente,falta de tiempo para implementar o aprender una nueva herramienta,Interesado,Indispuesto,Facilidad de uso,Mejoraría las tareas recurrentes porque requiere revisar varios archivos para aumentar la productividad.,3,2.5,1,2,3,1,25.56,Baja,Interes medio / diagnostico
2026/08/14 1:01:02 p.m. CST,Bajo,"No se pierde el tiempo, todo está perfectamente optimizado",En archivos de excel u otro programa de hojas de calculo,3,Indiferente,No lo considero necesario,Inseguro,Indispuesto,Automatice mi negocio;Aumente mis ingresos;Facilidad de uso,Mejoraría la planificación semanal porque impide medir resultados para responder más rápido.,2,0,3,2,2,1,30.56,Baja,Baja prioridad
2026/08/14 1:01:02 p.m. CST,Medio,"No se pierde el tiempo, todo está perfectamente optimizado",En archivos de excel u otro programa de hojas de calculo,5,Indispuesto,falta de tiempo para implementar o aprender una nueva herramienta,Interesado,Dispuesto,Facilidad de uso,Mejoraría las solicitudes internas porque se actualiza tarde para mejorar el servicio.,3,0,5,1,3,3,44.44,Media,Interes medio / diagnostico
2026/08/14 1:01:02 p.m. CST,Bajo,Menos de 5 horas a la semana,En archivos de excel u otro programa de hojas de calculo,1,Muy Dispuesto,falta de tiempo para implementar o aprender una nueva herramienta,Inseguro,Indiferente,Automatice mi negocio;Precio accesible;Facilidad de uso,Mejoraría el registro de proveedores porque hace difícil encontrar datos para ordenar el trabajo.,2,2.5,1,4,2,2,42.22,Media,Interes medio / diagnostico
2026/08/14 1:01:03 p.m. CST,Bajo,"No se pierde el tiempo, todo está perfectamente optimizado",En un software especializado en la nube,2,Indispuesto,falta de tiempo para implementar o aprender una nueva herramienta,Inseguro,Dispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría la planificación semanal porque se actualiza tarde para responder más rápido.,2,0,2,1,2,3,31.94,Baja,Interes medio / diagnostico
2026/08/14 1:01:03 p.m. CST,Alto,Mas de 10 horas a la semana,En archivos de excel u otro programa de hojas de calculo,5,Indispuesto,No lo considero necesario,Interesado,Dispuesto,Automatice mi negocio;Aumente mis ingresos;Facilidad de uso,Mejoraría las compras porque se maneja de forma dispersa para tomar decisiones con datos.,4,12.5,5,1,3,3,55.56,Media,Baja prioridad
2026/08/14 1:01:03 p.m. CST,Medio,Menos de 5 horas a la semana,En archivos de excel u otro programa de hojas de calculo,2,Muy Dispuesto,El costo del servicio,Para nada,Indiferente,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría las tareas recurrentes porque dificulta dar seguimiento para reducir errores.,3,2.5,2,4,1,2,35.28,Baja,Sensible al precio
2026/08/14 1:01:04 p.m. CST,Bajo,Menos de 5 horas a la semana,En un software especializado en la nube,5,Muy Dispuesto,No lo considero necesario,Inseguro,Indispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría el archivo de documentos porque quita tiempo al equipo para tomar decisiones con datos.,2,2.5,5,4,2,1,53.33,Media,Baja prioridad
2026/08/14 1:01:04 p.m. CST,Alto,Mas de 10 horas a la semana,En archivos de excel u otro programa de hojas de calculo,5,Muy Dispuesto,No lo considero necesario,Para nada,Dispuesto,Facilidad de uso,Mejoraría la agenda de citas porque limita el crecimiento para ordenar el trabajo.,4,12.5,5,4,1,3,61.11,Alta,Baja prioridad
2026/08/14 1:01:04 p.m. CST,Medio,"No se pierde el tiempo, todo está perfectamente optimizado",En un software especializado en la nube,1,Indispuesto,El costo del servicio,Interesado,Indiferente,Automatice mi negocio;Aumente mis ingresos,Mejoraría las órdenes de trabajo porque se actualiza tarde para tomar decisiones con datos.,3,0,1,1,3,2,22.22,Baja,Interes medio / diagnostico
2026/08/14 1:01:05 p.m. CST,Medio,"No se pierde el tiempo, todo está perfectamente optimizado",En archivos de excel u otro programa de hojas de calculo,1,Indispuesto,falta de tiempo para implementar o aprender una nueva herramienta,Para nada,Indiferente,Automatice mi negocio;Aumente mis ingresos;Facilidad de uso,Mejoraría las tareas recurrentes porque no deja ver el estado real para ahorrar tiempo.,3,0,1,1,1,2,11.11,Baja,Baja prioridad
2026/08/14 1:01:05 p.m. CST,Alto,Menos de 5 horas a la semana,En archivos de excel u otro programa de hojas de calculo,1,Muy Dispuesto,falta de tiempo para implementar o aprender una nueva herramienta,Interesado,Indiferente,Aumente mis ingresos,Mejoraría la atención de consultas porque dificulta dar seguimiento para reducir errores.,4,2.5,1,4,3,2,36.67,Baja,Interes medio / diagnostico
2026/08/14 1:01:06 p.m. CST,Bajo,"No se pierde el tiempo, todo está perfectamente optimizado",En un software especializado en la nube,5,Indiferente,No lo considero necesario,Para nada,Dispuesto,Precio accesible;Facilidad de uso,Mejoraría el seguimiento de clientes porque impide medir resultados para aumentar la productividad.,2,0,5,2,1,3,44.44,Media,Baja prioridad
2026/08/14 1:01:07 p.m. CST,Bajo,Mas de 10 horas a la semana,En archivos de excel u otro programa de hojas de calculo,1,Indiferente,No lo considero necesario,Interesado,Dispuesto,Automatice mi negocio;Aumente mis ingresos;Facilidad de uso,Mejoraría las ventas diarias porque produce retrasos para reducir errores.,2,12.5,1,2,3,3,55.56,Media,Baja prioridad
2026/08/14 1:01:07 p.m. CST,Medio,"No se pierde el tiempo, todo está perfectamente optimizado",En archivos de excel u otro programa de hojas de calculo,1,Indiferente,No lo considero necesario,Inseguro,Indiferente,Automatice mi negocio;Precio accesible;Facilidad de uso,Mejoraría las solicitudes internas porque se maneja de forma dispersa para tomar decisiones con datos.,3,0,1,2,2,2,22.22,Baja,Baja prioridad
2026/08/14 1:01:07 p.m. CST,Bajo,Mas de 10 horas a la semana,En archivos de excel u otro programa de hojas de calculo,1,Muy Dispuesto,El costo del servicio,Para nada,Indiferente,Precio accesible;Aumente mis ingresos,Mejoraría el inventario porque se actualiza tarde para mejorar el servicio.,2,12.5,1,4,1,2,50.0,Media,Sensible al precio
2026/08/14 1:01:08 p.m. CST,Medio,"No se pierde el tiempo, todo está perfectamente optimizado",En un software especializado en la nube,2,Indiferente,No lo considero necesario,Para nada,Indispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría las ventas diarias porque retrasa las decisiones para reducir errores.,3,0,2,2,1,1,15.28,Baja,Baja prioridad
2026/08/14 1:01:09 p.m. CST,Bajo,"No se pierde el tiempo, todo está perfectamente optimizado",En archivos de excel u otro programa de hojas de calculo,5,Muy Dispuesto,No lo considero necesario,Interesado,Dispuesto,Automatice mi negocio;Aumente mis ingresos,Mejoraría las compras porque produce retrasos para responder más rápido.,2,0,5,4,3,3,66.67,Alta,Listo para vender
2026/08/14 1:01:09 p.m. CST,Bajo,"No se pierde el tiempo, todo está perfectamente optimizado",En un software especializado en la nube,2,Muy Dispuesto,falta de tiempo para implementar o aprender una nueva herramienta,Interesado,Indispuesto,Automatice mi negocio;Aumente mis ingresos,Mejoraría los indicadores porque causa olvidos para mejorar el servicio.,2,0,2,4,3,1,43.06,Media,Interes medio / diagnostico
2026/08/14 1:01:09 p.m. CST,Alto,"No se pierde el tiempo, todo está perfectamente optimizado",En archivos de excel u otro programa de hojas de calculo,2,Muy Dispuesto,No lo considero necesario,Para nada,Dispuesto,Facilidad de uso,Mejoraría los pedidos porque genera duplicados para ahorrar tiempo.,4,0,2,4,1,3,31.94,Baja,Baja prioridad
2026/08/14 1:01:09 p.m. CST,Bajo,Mas de 10 horas a la semana,En archivos de excel u otro programa de hojas de calculo,3,Indiferente,falta de tiempo para implementar o aprender una nueva herramienta,Para nada,Dispuesto,Aumente mis ingresos,Mejoraría el control de caja porque complica la coordinación para ordenar el trabajo.,2,12.5,3,2,1,3,52.78,Media,Interes medio / diagnostico
2026/08/14 1:01:09 p.m. CST,Bajo,Mas de 10 horas a la semana,En un software especializado en la nube,5,Muy Dispuesto,El costo del servicio,Para nada,Indispuesto,Precio accesible,Mejoraría el seguimiento de garantías porque produce retrasos para tener información centralizada.,2,12.5,5,4,1,1,61.11,Alta,Sensible al precio
2026/08/14 1:01:10 p.m. CST,Alto,Mas de 10 horas a la semana,En archivos de excel u otro programa de hojas de calculo,1,Indiferente,No lo considero necesario,Para nada,Dispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría los indicadores porque requiere revisar varios archivos para mejorar el servicio.,4,12.5,1,2,1,3,33.33,Baja,Baja prioridad
2026/08/14 1:01:10 p.m. CST,Bajo,"No se pierde el tiempo, todo está perfectamente optimizado",En archivos de excel u otro programa de hojas de calculo,2,Muy Dispuesto,El costo del servicio,Para nada,Indiferente,Aumente mis ingresos,Mejoraría los reportes porque se maneja de forma dispersa para ordenar el trabajo.,2,0,2,4,1,2,37.5,Baja,Sensible al precio
2026/08/14 1:01:11 p.m. CST,Alto,"No se pierde el tiempo, todo está perfectamente optimizado",En un software especializado en la nube,3,Indispuesto,El costo del servicio,Inseguro,Indiferente,Aumente mis ingresos,Mejoraría las solicitudes internas porque retrasa las decisiones para ahorrar tiempo.,4,0,3,1,2,2,19.44,Baja,Interes medio / diagnostico
2026/08/14 1:01:11 p.m. CST,Medio,Menos de 5 horas a la semana,En archivos de excel u otro programa de hojas de calculo,3,Indiferente,No lo considero necesario,Interesado,Indispuesto,Aumente mis ingresos,Mejoraría el inventario porque se actualiza tarde para tener información centralizada.,3,2.5,3,2,3,1,33.89,Baja,Baja prioridad
2026/08/14 1:01:11 p.m. CST,Medio,Mas de 10 horas a la semana,En archivos de excel u otro programa de hojas de calculo,5,Indispuesto,No lo considero necesario,Inseguro,Indiferente,Automatice mi negocio;Facilidad de uso,Mejoraría el registro de proveedores porque retrasa las decisiones para evitar tareas repetidas.,3,12.5,5,1,2,2,50.0,Media,Baja prioridad
2026/08/14 1:01:12 p.m. CST,Medio,Menos de 5 horas a la semana,En un software especializado en la nube,2,Indiferente,falta de tiempo para implementar o aprender una nueva herramienta,Para nada,Indispuesto,Precio accesible,Mejoraría las tareas recurrentes porque retrasa las decisiones para controlar mejor los costos.,3,2.5,2,2,1,1,18.61,Baja,Interes medio / diagnostico
2026/08/14 1:01:13 p.m. CST,Alto,Mas de 10 horas a la semana,En archivos de excel u otro programa de hojas de calculo,5,Indispuesto,El costo del servicio,Para nada,Dispuesto,Automatice mi negocio;Aumente mis ingresos,Mejoraría las tareas recurrentes porque retrasa las decisiones para controlar mejor los costos.,4,12.5,5,1,1,3,44.44,Media,Baja prioridad
2026/08/14 1:01:13 p.m. CST,Alto,"No se pierde el tiempo, todo está perfectamente optimizado",En archivos de excel u otro programa de hojas de calculo,3,Indispuesto,El costo del servicio,Inseguro,Dispuesto,Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso,Mejoraría las ventas diarias porque se pierde información para evitar tareas repetidas.,4,0,3,1,2,3,25.0,Baja,Interes medio / diagnostico
