"Timestamp","1- ¿Como describiria el nivel tecnologico con el que opera en su lugar de trabajo?","2- ¿Cuanto tiempo estima que usted o su equipo pierden a la semana realizando tareas repetitivas o que puedan ser automatizada?","3 - ¿Como se almacena actualmente la información importante en su lugar de trabajo (inventario, datos de cliente, ventas diarias)?","4 - ¿Cree que su negocio está perdiendo dinero, clientes o oportunidades de crecimiento debido a falta de organización o lentitud en procesos?","5- ¿Que tan dispuesto estaria a implementar un sistema o programa a la medida que automatice el trabajo pesado para su negocio?","6- ¿Cual considera que son sus principales frenos para automatizar o modernizar los procesos de su empresa?","7- ¿Estaría dispuesto a contar con un equipo tecnológico externo que conozca su negocio y se encargue continuamente del soporte, mantenimiento y mejora de sus sistemas?","8- ¿Qué tan dispuesto(a) estaría a aprender y utilizar nuevas tecnologías que puedan ayudarle a ahorrar tiempo, reducir costos y mejorar la gestión de su negocio?","9- ¿Qué sería lo más importante para usted al momento de decidir implementar una nueva herramienta tecnológica en su negocio?","10- Si pudiera mejorar o automatizar un solo proceso de su negocio hoy, ¿cuál elegiría y qué problema le está causando actualmente?"
"2026/08/14 1:00:55 p.m. CST","Bajo","No se pierde el tiempo, todo está perfectamente optimizado","En archivos de excel u otro programa de hojas de calculo","3","Indiferente","No lo considero necesario","Para nada","Indispuesto","Precio accesible;Aumente mis ingresos","Mejoraría los pedidos porque genera duplicados para mejorar el servicio."
"2026/08/14 1:00:55 p.m. CST","Alto","Menos de 5 horas a la semana","En un software especializado en la nube","3","Indiferente","No lo considero necesario","Para nada","Indispuesto","Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría el seguimiento de clientes porque dificulta dar seguimiento para evitar tareas repetidas."
"2026/08/14 1:00:55 p.m. CST","Alto","No se pierde el tiempo, todo está perfectamente optimizado","En un software especializado en la nube","5","Indispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Inseguro","Dispuesto","Automatice mi negocio;Aumente mis ingresos;Facilidad de uso","Mejoraría los contratos porque genera duplicados para aumentar la productividad."
"2026/08/14 1:00:56 p.m. CST","Alto","Menos de 5 horas a la semana","En archivos de excel u otro programa de hojas de calculo","2","Indiferente","El costo del servicio","Para nada","Indispuesto","Precio accesible","Mejoraría el control de caja porque se maneja de forma dispersa para mejorar el servicio."
"2026/08/14 1:00:56 p.m. CST","Alto","Mas de 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","5","Indispuesto","El costo del servicio","Interesado","Indispuesto","Aumente mis ingresos;Facilidad de uso","Mejoraría el control de gastos porque complica la coordinación para mejorar el servicio."
"2026/08/14 1:00:56 p.m. CST","Medio","No se pierde el tiempo, todo está perfectamente optimizado","En un software especializado en la nube","1","Indiferente","El costo del servicio","Para nada","Dispuesto","Aumente mis ingresos","Mejoraría los pagos pendientes porque impide medir resultados para ahorrar tiempo."
"2026/08/14 1:00:59 p.m. CST","Medio","No se pierde el tiempo, todo está perfectamente optimizado","En archivos de excel u otro programa de hojas de calculo","1","Muy Dispuesto","No lo considero necesario","Inseguro","Indispuesto","Automatice mi negocio;Precio accesible","Mejoraría las cotizaciones porque retrasa las decisiones para responder más rápido."
"2026/08/14 1:00:59 p.m. CST","Medio","Menos de 5 horas a la semana","En un software especializado en la nube","3","Muy Dispuesto","No lo considero necesario","Para nada","Indiferente","Automatice mi negocio;Precio accesible;Facilidad de uso","Mejoraría el control de caja porque complica la coordinación para tomar decisiones con datos."
"2026/08/14 1:01:00 p.m. CST","Alto","Menos de 5 horas a la semana","En archivos de excel u otro programa de hojas de calculo","5","Muy Dispuesto","No lo considero necesario","Para nada","Indiferente","Facilidad de uso","Mejoraría las solicitudes internas porque produce retrasos para mejorar el servicio."
"2026/08/14 1:01:01 p.m. CST","Medio","No se pierde el tiempo, todo está perfectamente optimizado","En archivos de excel u otro programa de hojas de calculo","1","Muy Dispuesto","El costo del servicio","Interesado","Indispuesto","Automatice mi negocio;Aumente mis ingresos;Facilidad de uso","Mejoraría el inventario porque no deja ver el estado real para tomar decisiones con datos."
"2026/08/14 1:01:01 p.m. CST","Bajo","No se pierde el tiempo, todo está perfectamente optimizado","En archivos de excel u otro programa de hojas de calculo","5","Muy Dispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Inseguro","Indiferente","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría el registro de proveedores porque requiere mucho trabajo manual para tener información centralizada."
"2026/08/14 1:01:01 p.m. CST","Alto","Menos de 5 horas a la semana","En un software especializado en la nube","5","Muy Dispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Para nada","Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría el seguimiento de clientes porque provoca errores para tener información centralizada."
"2026/08/14 1:01:01 p.m. CST","Bajo","No se pierde el tiempo, todo está perfectamente optimizado","En archivos de excel u otro programa de hojas de calculo","1","Indispuesto","El costo del servicio","Inseguro","Indiferente","Facilidad de uso","Mejoraría la agenda de citas porque no deja ver el estado real para tener información centralizada."
"2026/08/14 1:01:01 p.m. CST","Medio","Menos de 5 horas a la semana","En un software especializado en la nube","1","Indiferente","falta de tiempo para implementar o aprender una nueva herramienta","Interesado","Indispuesto","Facilidad de uso","Mejoraría las tareas recurrentes porque requiere revisar varios archivos para aumentar la productividad."
"2026/08/14 1:01:02 p.m. CST","Bajo","No se pierde el tiempo, todo está perfectamente optimizado","En archivos de excel u otro programa de hojas de calculo","3","Indiferente","No lo considero necesario","Inseguro","Indispuesto","Automatice mi negocio;Aumente mis ingresos;Facilidad de uso","Mejoraría la planificación semanal porque impide medir resultados para responder más rápido."
"2026/08/14 1:01:02 p.m. CST","Medio","No se pierde el tiempo, todo está perfectamente optimizado","En archivos de excel u otro programa de hojas de calculo","5","Indispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Interesado","Dispuesto","Facilidad de uso","Mejoraría las solicitudes internas porque se actualiza tarde para mejorar el servicio."
"2026/08/14 1:01:02 p.m. CST","Bajo","Menos de 5 horas a la semana","En archivos de excel u otro programa de hojas de calculo","1","Muy Dispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Inseguro","Indiferente","Automatice mi negocio;Precio accesible;Facilidad de uso","Mejoraría el registro de proveedores porque hace difícil encontrar datos para ordenar el trabajo."
"2026/08/14 1:01:03 p.m. CST","Bajo","No se pierde el tiempo, todo está perfectamente optimizado","En un software especializado en la nube","2","Indispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Inseguro","Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría la planificación semanal porque se actualiza tarde para responder más rápido."
"2026/08/14 1:01:03 p.m. CST","Alto","Mas de 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","5","Indispuesto","No lo considero necesario","Interesado","Dispuesto","Automatice mi negocio;Aumente mis ingresos;Facilidad de uso","Mejoraría las compras porque se maneja de forma dispersa para tomar decisiones con datos."
"2026/08/14 1:01:03 p.m. CST","Medio","Menos de 5 horas a la semana","En archivos de excel u otro programa de hojas de calculo","2","Muy Dispuesto","El costo del servicio","Para nada","Indiferente","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría las tareas recurrentes porque dificulta dar seguimiento para reducir errores."
"2026/08/14 1:01:04 p.m. CST","Bajo","Menos de 5 horas a la semana","En un software especializado en la nube","5","Muy Dispuesto","No lo considero necesario","Inseguro","Indispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría el archivo de documentos porque quita tiempo al equipo para tomar decisiones con datos."
"2026/08/14 1:01:04 p.m. CST","Alto","Mas de 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","5","Muy Dispuesto","No lo considero necesario","Para nada","Dispuesto","Facilidad de uso","Mejoraría la agenda de citas porque limita el crecimiento para ordenar el trabajo."
"2026/08/14 1:01:04 p.m. CST","Medio","No se pierde el tiempo, todo está perfectamente optimizado","En un software especializado en la nube","1","Indispuesto","El costo del servicio","Interesado","Indiferente","Automatice mi negocio;Aumente mis ingresos","Mejoraría las órdenes de trabajo porque se actualiza tarde para tomar decisiones con datos."
"2026/08/14 1:01:05 p.m. CST","Medio","No se pierde el tiempo, todo está perfectamente optimizado","En archivos de excel u otro programa de hojas de calculo","1","Indispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Para nada","Indiferente","Automatice mi negocio;Aumente mis ingresos;Facilidad de uso","Mejoraría las tareas recurrentes porque no deja ver el estado real para ahorrar tiempo."
"2026/08/14 1:01:05 p.m. CST","Alto","Menos de 5 horas a la semana","En archivos de excel u otro programa de hojas de calculo","1","Muy Dispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Interesado","Indiferente","Aumente mis ingresos","Mejoraría la atención de consultas porque dificulta dar seguimiento para reducir errores."
"2026/08/14 1:01:06 p.m. CST","Bajo","No se pierde el tiempo, todo está perfectamente optimizado","En un software especializado en la nube","5","Indiferente","No lo considero necesario","Para nada","Dispuesto","Precio accesible;Facilidad de uso","Mejoraría el seguimiento de clientes porque impide medir resultados para aumentar la productividad."
"2026/08/14 1:01:07 p.m. CST","Bajo","Mas de 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","1","Indiferente","No lo considero necesario","Interesado","Dispuesto","Automatice mi negocio;Aumente mis ingresos;Facilidad de uso","Mejoraría las ventas diarias porque produce retrasos para reducir errores."
"2026/08/14 1:01:07 p.m. CST","Medio","No se pierde el tiempo, todo está perfectamente optimizado","En archivos de excel u otro programa de hojas de calculo","1","Indiferente","No lo considero necesario","Inseguro","Indiferente","Automatice mi negocio;Precio accesible;Facilidad de uso","Mejoraría las solicitudes internas porque se maneja de forma dispersa para tomar decisiones con datos."
"2026/08/14 1:01:07 p.m. CST","Bajo","Mas de 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","1","Muy Dispuesto","El costo del servicio","Para nada","Indiferente","Precio accesible;Aumente mis ingresos","Mejoraría el inventario porque se actualiza tarde para mejorar el servicio."
"2026/08/14 1:01:08 p.m. CST","Medio","No se pierde el tiempo, todo está perfectamente optimizado","En un software especializado en la nube","2","Indiferente","No lo considero necesario","Para nada","Indispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría las ventas diarias porque retrasa las decisiones para reducir errores."
"2026/08/14 1:01:09 p.m. CST","Bajo","No se pierde el tiempo, todo está perfectamente optimizado","En archivos de excel u otro programa de hojas de calculo","5","Muy Dispuesto","No lo considero necesario","Interesado","Dispuesto","Automatice mi negocio;Aumente mis ingresos","Mejoraría las compras porque produce retrasos para responder más rápido."
"2026/08/14 1:01:09 p.m. CST","Bajo","No se pierde el tiempo, todo está perfectamente optimizado","En un software especializado en la nube","2","Muy Dispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Interesado","Indispuesto","Automatice mi negocio;Aumente mis ingresos","Mejoraría los indicadores porque causa olvidos para mejorar el servicio."
"2026/08/14 1:01:09 p.m. CST","Alto","No se pierde el tiempo, todo está perfectamente optimizado","En archivos de excel u otro programa de hojas de calculo","2","Muy Dispuesto","No lo considero necesario","Para nada","Dispuesto","Facilidad de uso","Mejoraría los pedidos porque genera duplicados para ahorrar tiempo."
"2026/08/14 1:01:09 p.m. CST","Bajo","Mas de 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","3","Indiferente","falta de tiempo para implementar o aprender una nueva herramienta","Para nada","Dispuesto","Aumente mis ingresos","Mejoraría el control de caja porque complica la coordinación para ordenar el trabajo."
"2026/08/14 1:01:09 p.m. CST","Bajo","Mas de 10 horas a la semana","En un software especializado en la nube","5","Muy Dispuesto","El costo del servicio","Para nada","Indispuesto","Precio accesible","Mejoraría el seguimiento de garantías porque produce retrasos para tener información centralizada."
"2026/08/14 1:01:10 p.m. CST","Alto","Mas de 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","1","Indiferente","No lo considero necesario","Para nada","Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría los indicadores porque requiere revisar varios archivos para mejorar el servicio."
"2026/08/14 1:01:10 p.m. CST","Bajo","No se pierde el tiempo, todo está perfectamente optimizado","En archivos de excel u otro programa de hojas de calculo","2","Muy Dispuesto","El costo del servicio","Para nada","Indiferente","Aumente mis ingresos","Mejoraría los reportes porque se maneja de forma dispersa para ordenar el trabajo."
"2026/08/14 1:01:11 p.m. CST","Alto","No se pierde el tiempo, todo está perfectamente optimizado","En un software especializado en la nube","3","Indispuesto","El costo del servicio","Inseguro","Indiferente","Aumente mis ingresos","Mejoraría las solicitudes internas porque retrasa las decisiones para ahorrar tiempo."
"2026/08/14 1:01:11 p.m. CST","Medio","Menos de 5 horas a la semana","En archivos de excel u otro programa de hojas de calculo","3","Indiferente","No lo considero necesario","Interesado","Indispuesto","Aumente mis ingresos","Mejoraría el inventario porque se actualiza tarde para tener información centralizada."
"2026/08/14 1:01:11 p.m. CST","Medio","Mas de 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","5","Indispuesto","No lo considero necesario","Inseguro","Indiferente","Automatice mi negocio;Facilidad de uso","Mejoraría el registro de proveedores porque retrasa las decisiones para evitar tareas repetidas."
"2026/08/14 1:01:12 p.m. CST","Medio","Menos de 5 horas a la semana","En un software especializado en la nube","2","Indiferente","falta de tiempo para implementar o aprender una nueva herramienta","Para nada","Indispuesto","Precio accesible","Mejoraría las tareas recurrentes porque retrasa las decisiones para controlar mejor los costos."
"2026/08/14 1:01:13 p.m. CST","Alto","Mas de 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","5","Indispuesto","El costo del servicio","Para nada","Dispuesto","Automatice mi negocio;Aumente mis ingresos","Mejoraría las tareas recurrentes porque retrasa las decisiones para controlar mejor los costos."
"2026/08/14 1:01:13 p.m. CST","Alto","No se pierde el tiempo, todo está perfectamente optimizado","En archivos de excel u otro programa de hojas de calculo","3","Indispuesto","El costo del servicio","Inseguro","Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría las ventas diarias porque se pierde información para evitar tareas repetidas."
"2026/08/14 1:01:14 p.m. CST","Medio","No se pierde el tiempo, todo está perfectamente optimizado","En un software especializado en la nube","2","Indiferente","El costo del servicio","Para nada","Indispuesto","Precio accesible","Mejoraría el seguimiento de clientes porque no tiene responsables claros para tomar decisiones con datos."
"2026/08/14 1:01:14 p.m. CST","Alto","No se pierde el tiempo, todo está perfectamente optimizado","En un software especializado en la nube","2","Indiferente","El costo del servicio","Inseguro","Dispuesto","Precio accesible","Mejoraría las órdenes de trabajo porque quita tiempo al equipo para evitar tareas repetidas."
"2026/08/14 1:01:14 p.m. CST","Alto","No se pierde el tiempo, todo está perfectamente optimizado","En un software especializado en la nube","3","Indispuesto","No lo considero necesario","Inseguro","Indispuesto","Precio accesible","Mejoraría los contratos porque no deja ver el estado real para reducir errores."
"2026/08/14 1:01:15 p.m. CST","Alto","No se pierde el tiempo, todo está perfectamente optimizado","En archivos de excel u otro programa de hojas de calculo","2","Muy Dispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Inseguro","Dispuesto","Facilidad de uso","Mejoraría los turnos del equipo porque hace difícil encontrar datos para evitar tareas repetidas."
"2026/08/14 1:01:15 p.m. CST","Medio","Mas de 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","1","Indiferente","No lo considero necesario","Para nada","Indiferente","Facilidad de uso","Mejoraría los pedidos porque hace difícil encontrar datos para responder más rápido."
"2026/08/14 1:01:15 p.m. CST","Bajo","No se pierde el tiempo, todo está perfectamente optimizado","En un software especializado en la nube","1","Muy Dispuesto","El costo del servicio","Interesado","Indiferente","Automatice mi negocio;Facilidad de uso","Mejoraría las solicitudes internas porque limita el crecimiento para ahorrar tiempo."
"2026/08/14 1:01:16 p.m. CST","Medio","Mas de 10 horas a la semana","En un software especializado en la nube","3","Indispuesto","El costo del servicio","Para nada","Dispuesto","Precio accesible;Aumente mis ingresos","Mejoraría las compras porque provoca errores para tener información centralizada."
"2026/08/14 1:01:17 p.m. CST","Bajo","Mas de 10 horas a la semana","En un software especializado en la nube","2","Muy Dispuesto","No lo considero necesario","Interesado","Indispuesto","Aumente mis ingresos","Mejoraría la agenda de citas porque se actualiza tarde para tener información centralizada."
"2026/08/14 1:01:17 p.m. CST","Alto","Menos de 5 horas a la semana","En un software especializado en la nube","2","Muy Dispuesto","No lo considero necesario","Inseguro","Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría las ventas diarias porque quita tiempo al equipo para mejorar el servicio."
"2026/08/14 1:01:18 p.m. CST","Bajo","No se pierde el tiempo, todo está perfectamente optimizado","En un software especializado en la nube","3","Indispuesto","El costo del servicio","Inseguro","Dispuesto","Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría los turnos del equipo porque no deja ver el estado real para reducir errores."
"2026/08/14 1:01:18 p.m. CST","Medio","Menos de 5 horas a la semana","En archivos de excel u otro programa de hojas de calculo","1","Indiferente","falta de tiempo para implementar o aprender una nueva herramienta","Para nada","Dispuesto","Automatice mi negocio;Precio accesible;Facilidad de uso","Mejoraría los pagos pendientes porque requiere mucho trabajo manual para aumentar la productividad."
"2026/08/14 1:01:18 p.m. CST","Bajo","Mas de 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","5","Indispuesto","No lo considero necesario","Interesado","Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría la atención de consultas porque no deja ver el estado real para aumentar la productividad."
"2026/08/14 1:01:18 p.m. CST","Alto","Mas de 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","1","Indispuesto","No lo considero necesario","Interesado","Indispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría las órdenes de trabajo porque no deja ver el estado real para ordenar el trabajo."
"2026/08/14 1:01:18 p.m. CST","Alto","Mas de 10 horas a la semana","En un software especializado en la nube","3","Indispuesto","El costo del servicio","Interesado","Indiferente","Aumente mis ingresos","Mejoraría las facturas porque se maneja de forma dispersa para tener información centralizada."
"2026/08/14 1:01:18 p.m. CST","Alto","Menos de 5 horas a la semana","En un software especializado en la nube","2","Muy Dispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Inseguro","Indispuesto","Facilidad de uso","Mejoraría las tareas recurrentes porque requiere revisar varios archivos para responder más rápido."
"2026/08/14 1:01:19 p.m. CST","Medio","No se pierde el tiempo, todo está perfectamente optimizado","En archivos de excel u otro programa de hojas de calculo","1","Indispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Inseguro","Indiferente","Aumente mis ingresos","Mejoraría la atención de consultas porque dificulta dar seguimiento para mejorar el servicio."
"2026/08/14 1:01:19 p.m. CST","Alto","Mas de 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","3","Indiferente","falta de tiempo para implementar o aprender una nueva herramienta","Interesado","Indispuesto","Automatice mi negocio;Aumente mis ingresos","Mejoraría los reportes porque se actualiza tarde para aumentar la productividad."
"2026/08/14 1:01:20 p.m. CST","Medio","Mas de 10 horas a la semana","En un software especializado en la nube","2","Indispuesto","El costo del servicio","Interesado","Indispuesto","Automatice mi negocio;Aumente mis ingresos;Facilidad de uso","Mejoraría los reportes porque hace difícil encontrar datos para ahorrar tiempo."
"2026/08/14 1:01:20 p.m. CST","Medio","No se pierde el tiempo, todo está perfectamente optimizado","En un software especializado en la nube","1","Muy Dispuesto","El costo del servicio","Inseguro","Indispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos","Mejoraría los reportes porque genera duplicados para tomar decisiones con datos."
"2026/08/14 1:01:20 p.m. CST","Medio","Mas de 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","2","Indiferente","No lo considero necesario","Inseguro","Dispuesto","Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría las compras porque requiere mucho trabajo manual para mejorar el servicio."
"2026/08/14 1:09:13 p.m. CST","Bajo","Entre 5 y 10 horas a la semana","En libretas, folders o agendas físicas","5","Dispuesto","Desconocimiento sobre que opciones existen","Inseguro","Indispuesto","Precio accesible","Mejoraría las entregas porque quita tiempo al equipo para mejorar el servicio."
"2026/08/14 1:09:13 p.m. CST","Medio","Menos de 5 horas a la semana","En archivos de excel u otro programa de hojas de calculo","4","Dispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Para nada","Muy Dispuesto","Automatice mi negocio;Precio accesible","Mejoraría las facturas porque requiere revisar varios archivos para responder más rápido."
"2026/08/14 1:09:13 p.m. CST","Medio","Menos de 5 horas a la semana","En libretas, folders o agendas físicas","4","Indiferente","falta de tiempo para implementar o aprender una nueva herramienta","Interesado","Indispuesto","Automatice mi negocio;Facilidad de uso","Mejoraría las tareas recurrentes porque produce retrasos para evitar tareas repetidas."
"2026/08/14 1:09:14 p.m. CST","Bajo","Entre 5 y 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","4","Dispuesto","El costo del servicio","Definitivamente","Muy Dispuesto","Precio accesible","Mejoraría las solicitudes internas porque se pierde información para ordenar el trabajo."
"2026/08/14 1:09:17 p.m. CST","Alto","Entre 5 y 10 horas a la semana","En libretas, folders o agendas físicas","2","Muy Dispuesto","No lo considero necesario","Definitivamente","Muy Dispuesto","Automatice mi negocio;Precio accesible","Mejoraría los indicadores porque provoca errores para mejorar el servicio."
"2026/08/14 1:09:17 p.m. CST","Muy Bajo","No se pierde el tiempo, todo está perfectamente optimizado","En archivos de excel u otro programa de hojas de calculo","1","Dispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Inseguro","Indiferente","Precio accesible;Facilidad de uso","Mejoraría los pedidos porque no tiene alertas para tener información centralizada."
"2026/08/14 1:09:18 p.m. CST","Muy Bajo","Entre 5 y 10 horas a la semana","En libretas, folders o agendas físicas","4","Indispuesto","El costo del servicio","Interesado","Muy Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos","Mejoraría las compras porque depende de hojas de cálculo para responder más rápido."
"2026/08/14 1:09:18 p.m. CST","Alto","Entre 5 y 10 horas a la semana","En un software especializado en la nube","4","Dispuesto","El costo del servicio","Definitivamente","Muy Dispuesto","Precio accesible","Mejoraría las tareas recurrentes porque impide medir resultados para ahorrar tiempo."
"2026/08/14 1:09:21 p.m. CST","Alto","Entre 5 y 10 horas a la semana","En un software especializado en la nube","4","Dispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Inseguro","Indispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos","Mejoraría el archivo de documentos porque quita tiempo al equipo para responder más rápido."
"2026/08/14 1:09:22 p.m. CST","Muy Bajo","Mas de 10 horas a la semana","En libretas, folders o agendas físicas","3","Muy Dispuesto","Desconocimiento sobre que opciones existen","Inseguro","Muy Dispuesto","Automatice mi negocio;Precio accesible;Facilidad de uso","Mejoraría las ventas diarias porque causa olvidos para responder más rápido."
"2026/08/14 1:09:22 p.m. CST","Muy Bajo","No se pierde el tiempo, todo está perfectamente optimizado","En un software especializado en la nube","4","Dispuesto","El costo del servicio","Inseguro","Muy Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría las facturas porque causa olvidos para controlar mejor los costos."
"2026/08/14 1:09:22 p.m. CST","Alto","Entre 5 y 10 horas a la semana","En un software especializado en la nube","4","Dispuesto","El costo del servicio","Definitivamente","Indiferente","Automatice mi negocio;Facilidad de uso","Mejoraría los pagos pendientes porque provoca errores para evitar tareas repetidas."
"2026/08/14 1:09:25 p.m. CST","Medio","Entre 5 y 10 horas a la semana","En libretas, folders o agendas físicas","3","Dispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Definitivamente","Dispuesto","Automatice mi negocio;Precio accesible","Mejoraría las solicitudes internas porque requiere revisar varios archivos para reducir errores."
"2026/08/14 1:09:26 p.m. CST","Muy Bajo","Entre 5 y 10 horas a la semana","En libretas, folders o agendas físicas","2","Dispuesto","El costo del servicio","Para nada","Indiferente","Automatice mi negocio;Precio accesible;Facilidad de uso","Mejoraría los reportes porque hace difícil encontrar datos para ordenar el trabajo."
"2026/08/14 1:09:27 p.m. CST","Bajo","Menos de 5 horas a la semana","En libretas, folders o agendas físicas","4","Indispuesto","No lo considero necesario","Definitivamente","Indiferente","Automatice mi negocio","Mejoraría las compras porque provoca errores para evitar tareas repetidas."
"2026/08/14 1:09:27 p.m. CST","Alto","Entre 5 y 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","2","Indiferente","Desconocimiento sobre que opciones existen","Para nada","Indiferente","Aumente mis ingresos","Mejoraría el seguimiento de garantías porque se actualiza tarde para evitar tareas repetidas."
"2026/08/14 1:09:30 p.m. CST","Muy Bajo","Entre 5 y 10 horas a la semana","En libretas, folders o agendas físicas","1","Dispuesto","El costo del servicio","Definitivamente","Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos","Mejoraría el registro de proveedores porque no deja ver el estado real para tomar decisiones con datos."
"2026/08/14 1:09:30 p.m. CST","Muy Bajo","Entre 5 y 10 horas a la semana","En un software especializado en la nube","3","Dispuesto","El costo del servicio","Definitivamente","Muy Dispuesto","Automatice mi negocio;Precio accesible;Aumente mis ingresos;Facilidad de uso","Mejoraría las ventas diarias porque hace difícil encontrar datos para tener información centralizada."
"2026/08/14 1:09:31 p.m. CST","Bajo","Menos de 5 horas a la semana","En libretas, folders o agendas físicas","4","Indiferente","Desconocimiento sobre que opciones existen","Definitivamente","Dispuesto","Aumente mis ingresos","Mejoraría el seguimiento de clientes porque genera duplicados para aumentar la productividad."
"2026/08/14 1:09:31 p.m. CST","Alto","Menos de 5 horas a la semana","En libretas, folders o agendas físicas","5","Dispuesto","El costo del servicio","Para nada","Indiferente","Automatice mi negocio;Precio accesible;Facilidad de uso","Mejoraría los turnos del equipo porque se pierde información para ordenar el trabajo."
"2026/08/14 1:17:21 p.m. CST","Alto","No se pierde el tiempo, todo está perfectamente optimizado","En un software especializado en la nube","5","Indispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Definitivamente","Indispuesto","Aumente mis ingresos","Mejoraría el seguimiento de garantías porque depende de hojas de cálculo para ahorrar tiempo."
"2026/08/14 1:17:21 p.m. CST","Alto","Entre 5 y 10 horas a la semana","En libretas, folders o agendas físicas","1","Dispuesto","Desconocimiento sobre que opciones existen","Interesado","Dispuesto","Precio accesible","Mejoraría las facturas porque complica la coordinación para responder más rápido."
"2026/08/14 1:17:21 p.m. CST","Muy Bajo","Entre 5 y 10 horas a la semana","En archivos de excel u otro programa de hojas de calculo","3","Muy Dispuesto","Desconocimiento sobre que opciones existen","Inseguro","Indispuesto","Precio accesible","Mejoraría los turnos del equipo porque no tiene alertas para tomar decisiones con datos."
"2026/08/14 1:17:25 p.m. CST","Bajo","No se pierde el tiempo, todo está perfectamente optimizado","En un software especializado en la nube","4","Dispuesto","El costo del servicio","Inseguro","Indispuesto","Aumente mis ingresos","Mejoraría el control de gastos porque depende de hojas de cálculo para mejorar el servicio."
"2026/08/14 1:17:25 p.m. CST","Muy Bajo","Mas de 10 horas a la semana","En un software especializado en la nube","5","Dispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Para nada","Dispuesto","Facilidad de uso","Mejoraría la agenda de citas porque provoca errores para controlar mejor los costos."
"2026/08/14 1:17:25 p.m. CST","Muy Bajo","Menos de 5 horas a la semana","En un software especializado en la nube","4","Indispuesto","falta de tiempo para implementar o aprender una nueva herramienta","Para nada","Muy Dispuesto","Facilidad de uso","Mejoraría los pedidos porque limita el crecimiento para controlar mejor los costos."
